uuid,snomed_id,root_snomed_id,root_snomed_name,name,triage_level,relevance_male,relevance_female,relation1_type,child1_name,grouping1_selection_type,relation2_type,child2_name,grouping2_selection_type,relation3_type,child3_name,grouping3_selection_type
a7028bf2-b319-11eb-82fd-1e003a340631,,278851001,Rectal discharge,Rectal discharge <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7028d1e-b319-11eb-82fd-1e003a340631,,278851001,Rectal discharge,Rectal discharge <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7028e40-b319-11eb-82fd-1e003a340631,,278851001,Rectal discharge,Rectal discharge <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7028f62-b319-11eb-82fd-1e003a340631,,278851001,Rectal discharge,Rectal discharge <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7029958-b319-11eb-82fd-1e003a340631,,82470000,Muscle fasciculation,Muscle fasciculation <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7029a7a-b319-11eb-82fd-1e003a340631,,82470000,Muscle fasciculation,Muscle fasciculation <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7029b9c-b319-11eb-82fd-1e003a340631,,82470000,Muscle fasciculation,Muscle fasciculation <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7029cbe-b319-11eb-82fd-1e003a340631,,82470000,Muscle fasciculation,Muscle fasciculation <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7029ffc-b319-11eb-82fd-1e003a340631,,441975003,Mass of tongue,Mass of tongue <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702a128-b319-11eb-82fd-1e003a340631,,441975003,Mass of tongue,Mass of tongue <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702a254-b319-11eb-82fd-1e003a340631,,441975003,Mass of tongue,Mass of tongue <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a702a376-b319-11eb-82fd-1e003a340631,,441975003,Mass of tongue,Mass of tongue <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a702a6b4-b319-11eb-82fd-1e003a340631,,228146008,Personal care impairment,Personal care impairment <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702a7e0-b319-11eb-82fd-1e003a340631,,228146008,Personal care impairment,Personal care impairment <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702a902-b319-11eb-82fd-1e003a340631,,228146008,Personal care impairment,Personal care impairment <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a702aa24-b319-11eb-82fd-1e003a340631,,228146008,Personal care impairment,Personal care impairment <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a702bb68-b319-11eb-82fd-1e003a340631,,299033004,Deformity of hand,Deformity of hand <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702bc94-b319-11eb-82fd-1e003a340631,,299033004,Deformity of hand,Deformity of hand <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702bdac-b319-11eb-82fd-1e003a340631,,299033004,Deformity of hand,Deformity of hand <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a702bece-b319-11eb-82fd-1e003a340631,,299033004,Deformity of hand,Deformity of hand <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a702c216-b319-11eb-82fd-1e003a340631,,301191003,Lesion of nose,Lesion of nose <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702c338-b319-11eb-82fd-1e003a340631,,301191003,Lesion of nose,Lesion of nose <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702c45a-b319-11eb-82fd-1e003a340631,,301191003,Lesion of nose,Lesion of nose <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a702c590-b319-11eb-82fd-1e003a340631,,301191003,Lesion of nose,Lesion of nose <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a702cf7c-b319-11eb-82fd-1e003a340631,,813001,Ankle instability,Ankle instability <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702d09e-b319-11eb-82fd-1e003a340631,,813001,Ankle instability,Ankle instability <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702d1d4-b319-11eb-82fd-1e003a340631,,813001,Ankle instability,Ankle instability <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a702d30a-b319-11eb-82fd-1e003a340631,,813001,Ankle instability,Ankle instability <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a702d648-b319-11eb-82fd-1e003a340631,,240301009,Breastfeeding problem in the newborn,Breastfeeding problem in the newborn <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702d76a-b319-11eb-82fd-1e003a340631,,240301009,Breastfeeding problem in the newborn,Breastfeeding problem in the newborn <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702d8b4-b319-11eb-82fd-1e003a340631,,240301009,Breastfeeding problem in the newborn,Breastfeeding problem in the newborn <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a702d9d6-b319-11eb-82fd-1e003a340631,,240301009,Breastfeeding problem in the newborn,Breastfeeding problem in the newborn <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a702eaa2-b319-11eb-82fd-1e003a340631,,24184005,High blood pressure,High blood pressure <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702ebce-b319-11eb-82fd-1e003a340631,,24184005,High blood pressure,High blood pressure <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702ecf0-b319-11eb-82fd-1e003a340631,,24184005,High blood pressure,High blood pressure <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a702ee08-b319-11eb-82fd-1e003a340631,,24184005,High blood pressure,High blood pressure <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a702fec0-b319-11eb-82fd-1e003a340631,,25540007,Tooth loss,Tooth loss <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702ffe2-b319-11eb-82fd-1e003a340631,,25540007,Tooth loss,Tooth loss <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7030104-b319-11eb-82fd-1e003a340631,,25540007,Tooth loss,Tooth loss <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7030230-b319-11eb-82fd-1e003a340631,,25540007,Tooth loss,Tooth loss <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7030564-b319-11eb-82fd-1e003a340631,,79879001,Breath smells unpleasant,Breath smells unpleasant <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7030690-b319-11eb-82fd-1e003a340631,,79879001,Breath smells unpleasant,Breath smells unpleasant <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70307a8-b319-11eb-82fd-1e003a340631,,79879001,Breath smells unpleasant,Breath smells unpleasant <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a70308ca-b319-11eb-82fd-1e003a340631,,79879001,Breath smells unpleasant,Breath smells unpleasant <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7030c26-b319-11eb-82fd-1e003a340631,,162145001,Vulval pain,Vulval pain <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7030d52-b319-11eb-82fd-1e003a340631,,162145001,Vulval pain,Vulval pain <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7030e74-b319-11eb-82fd-1e003a340631,,162145001,Vulval pain,Vulval pain <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7030f96-b319-11eb-82fd-1e003a340631,,162145001,Vulval pain,Vulval pain <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a70320b2-b319-11eb-82fd-1e003a340631,,9748009,Dyskinesia,Dyskinesia <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a70321d4-b319-11eb-82fd-1e003a340631,,9748009,Dyskinesia,Dyskinesia <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a70322f6-b319-11eb-82fd-1e003a340631,,9748009,Dyskinesia,Dyskinesia <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a703242c-b319-11eb-82fd-1e003a340631,,9748009,Dyskinesia,Dyskinesia <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a703431c-b319-11eb-82fd-1e003a340631,,18963009,Mood swings,Mood swings <since> Less than 1 week,opd_managed,,,duration_since,Less than 1 week,s,,,,,,
a7034420-b319-11eb-82fd-1e003a340631,,18963009,Mood swings,Mood swings <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7034524-b319-11eb-82fd-1e003a340631,,18963009,Mood swings,Mood swings <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7034826-b319-11eb-82fd-1e003a340631,,38343000,Vaginal pain,Vaginal pain <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7034934-b319-11eb-82fd-1e003a340631,,38343000,Vaginal pain,Vaginal pain <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7034a38-b319-11eb-82fd-1e003a340631,,38343000,Vaginal pain,Vaginal pain <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7034b46-b319-11eb-82fd-1e003a340631,,38343000,Vaginal pain,Vaginal pain <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7035460-b319-11eb-82fd-1e003a340631,,299704007,Lump on face,Lump on face <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a703556e-b319-11eb-82fd-1e003a340631,,299704007,Lump on face,Lump on face <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7035672-b319-11eb-82fd-1e003a340631,,299704007,Lump on face,Lump on face <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7035776-b319-11eb-82fd-1e003a340631,,299704007,Lump on face,Lump on face <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7036694-b319-11eb-82fd-1e003a340631,,271834000,Burping,Burping <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a70367a2-b319-11eb-82fd-1e003a340631,,271834000,Burping,Burping <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70368e2-b319-11eb-82fd-1e003a340631,,271834000,Burping,Burping <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a70369e6-b319-11eb-82fd-1e003a340631,,271834000,Burping,Burping <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7036ce8-b319-11eb-82fd-1e003a340631,,373600006,Multiple bruising,Multiple bruising <since> Less than 3 days,emergency,,,duration_since,Less than 3 days,s,,,,,,
a7036e00-b319-11eb-82fd-1e003a340631,,373600006,Multiple bruising,Multiple bruising <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7036f04-b319-11eb-82fd-1e003a340631,,373600006,Multiple bruising,Multiple bruising <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7037012-b319-11eb-82fd-1e003a340631,,373600006,Multiple bruising,Multiple bruising <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7037314-b319-11eb-82fd-1e003a340631,,69215007,Intolerant of heat,Intolerant of heat <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7037422-b319-11eb-82fd-1e003a340631,,69215007,Intolerant of heat,Intolerant of heat <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7037530-b319-11eb-82fd-1e003a340631,,69215007,Intolerant of heat,Intolerant of heat <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7037634-b319-11eb-82fd-1e003a340631,,69215007,Intolerant of heat,Intolerant of heat <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a703792c-b319-11eb-82fd-1e003a340631,,58972000,Dribbling of urine,Dribbling of urine <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7037a3a-b319-11eb-82fd-1e003a340631,,58972000,Dribbling of urine,Dribbling of urine <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7037b3e-b319-11eb-82fd-1e003a340631,,58972000,Dribbling of urine,Dribbling of urine <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7037c42-b319-11eb-82fd-1e003a340631,,58972000,Dribbling of urine,Dribbling of urine <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7037f4e-b319-11eb-82fd-1e003a340631,,202606004,Clicking hip,Clicking hip <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a703805c-b319-11eb-82fd-1e003a340631,,202606004,Clicking hip,Clicking hip <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7038160-b319-11eb-82fd-1e003a340631,,202606004,Clicking hip,Clicking hip <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a703826e-b319-11eb-82fd-1e003a340631,,202606004,Clicking hip,Clicking hip <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a70397b8-b319-11eb-82fd-1e003a340631,,428786006,Localized superficial swelling of skin,Localized superficial swelling of skin <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a70398c6-b319-11eb-82fd-1e003a340631,,428786006,Localized superficial swelling of skin,Localized superficial swelling of skin <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70399d4-b319-11eb-82fd-1e003a340631,,428786006,Localized superficial swelling of skin,Localized superficial swelling of skin <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7039ad8-b319-11eb-82fd-1e003a340631,,428786006,Localized superficial swelling of skin,Localized superficial swelling of skin <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7039de4-b319-11eb-82fd-1e003a340631,,37031009,Motion sickness,Motion sickness <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7039ef2-b319-11eb-82fd-1e003a340631,,37031009,Motion sickness,Motion sickness <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a703a000-b319-11eb-82fd-1e003a340631,,37031009,Motion sickness,Motion sickness <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a703a104-b319-11eb-82fd-1e003a340631,,37031009,Motion sickness,Motion sickness <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a703a3fc-b319-11eb-82fd-1e003a340631,,44548000,Hyperactive behavior,Hyperactive behavior <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a703a50a-b319-11eb-82fd-1e003a340631,,44548000,Hyperactive behavior,Hyperactive behavior <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a703a618-b319-11eb-82fd-1e003a340631,,44548000,Hyperactive behavior,Hyperactive behavior <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a703a71c-b319-11eb-82fd-1e003a340631,,44548000,Hyperactive behavior,Hyperactive behavior <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a703aa28-b319-11eb-82fd-1e003a340631,,61372001,Aggressive behavior,Aggressive behavior <since> Less than 1 week,opd_managed,,,duration_since,Less than 1 week,s,,,,,,
a703ab36-b319-11eb-82fd-1e003a340631,,61372001,Aggressive behavior,Aggressive behavior <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a703ad5c-b319-11eb-82fd-1e003a340631,,61372001,Aggressive behavior,Aggressive behavior <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a703b16c-b319-11eb-82fd-1e003a340631,,65958008,Hiccoughs,Hiccoughs <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a703b27a-b319-11eb-82fd-1e003a340631,,65958008,Hiccoughs,Hiccoughs <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a703b392-b319-11eb-82fd-1e003a340631,,65958008,Hiccoughs,Hiccoughs <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a703b4a0-b319-11eb-82fd-1e003a340631,,65958008,Hiccoughs,Hiccoughs <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a703c472-b319-11eb-82fd-1e003a340631,,309557009,Numbness of face,Numbness of face <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a703c580-b319-11eb-82fd-1e003a340631,,309557009,Numbness of face,Numbness of face <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a703c684-b319-11eb-82fd-1e003a340631,,309557009,Numbness of face,Numbness of face <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a703c792-b319-11eb-82fd-1e003a340631,,309557009,Numbness of face,Numbness of face <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a703caa8-b319-11eb-82fd-1e003a340631,,161882006,Stiff neck,Stiff neck <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a703cbc0-b319-11eb-82fd-1e003a340631,,161882006,Stiff neck,Stiff neck <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a703ccc4-b319-11eb-82fd-1e003a340631,,161882006,Stiff neck,Stiff neck <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a703cdc8-b319-11eb-82fd-1e003a340631,,161882006,Stiff neck,Stiff neck <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a703d0ca-b319-11eb-82fd-1e003a340631,,2073000,Delusions,Delusions <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a703d1d8-b319-11eb-82fd-1e003a340631,,2073000,Delusions,Delusions <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a703d2dc-b319-11eb-82fd-1e003a340631,,2073000,Delusions,Delusions <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a703d3e0-b319-11eb-82fd-1e003a340631,,2073000,Delusions,Delusions <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a703ef9c-b319-11eb-82fd-1e003a340631,,52613005,Excessive sweating,Excessive sweating <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a703f0aa-b319-11eb-82fd-1e003a340631,,52613005,Excessive sweating,Excessive sweating <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a703f1b8-b319-11eb-82fd-1e003a340631,,52613005,Excessive sweating,Excessive sweating <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a703f348-b319-11eb-82fd-1e003a340631,,52613005,Excessive sweating,Excessive sweating <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a70402ac-b319-11eb-82fd-1e003a340631,,72405004,Increased appetite,Increased appetite <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
